game_id,game_category
141308366,GENRE_VERBAL
141318164,GENRE_BOARDS
141516792,GENRE_ROLE
141674250,GENRE_COMMUNICATION
141806385,GENRE_ROLE
142296331,GENRE_ECONOMIC
142390056,GENRE_QUESTS
142941228,GENRE_ARCADES
143111037,GENRE_QUESTS
143214100,GENRE_ROLE
143414223,GENRE_STRATEGY
143552361,GENRE_THREE_IN_ROW
143602455,GENRE_ECONOMIC
144162965,GENRE_SIMULATORS
144248916,GENRE_ROLE
144339513,GENRE_BOARDS
144358948,GENRE_ROLE
144525583,GENRE_STRATEGY
144549020,GENRE_THREE_IN_ROW
144572549,GENRE_BOARDS
144690838,GENRE_GAMBLING
144739644,GENRE_ECONOMIC
144755606,GENRE_BOARDS
145159992,GENRE_BOARDS
145639105,GENRE_BOARDS
145772321,GENRE_3D_SHOOTERS
145787593,GENRE_STRATEGY
145836399,GENRE_RACING
145872325,GENRE_BOARDS
146081441,GENRE_VERBAL
146104740,GENRE_ECONOMIC
146247432,GENRE_COMMUNICATION
146670103,GENRE_STRATEGY
146773649,GENRE_THREE_IN_ROW
146931452,GENRE_ROLE
147238341,GENRE_BOARDS
147548243,GENRE_BOARDS
147595416,GENRE_VERBAL
148073011,GENRE_GAMBLING
148231136,GENRE_BOARDS
148369481,GENRE_LOGIC
148437745,GENRE_VERBAL
148542878,GENRE_QUESTS
148645228,GENRE_ROLE
148648839,GENRE_GAMBLING
148678992,GENRE_SIMULATORS
148869294,GENRE_HYPERCASUAL
148949242,GENRE_BOARDS
148949311,GENRE_BOARDS
148949334,GENRE_BOARDS
149015643,GENRE_BOARDS
149015712,GENRE_BOARDS
149015735,GENRE_GAMBLING
149184946,GENRE_HYPERCASUAL
149192306,GENRE_BOARDS
149200333,GENRE_BOARDS
149200655,GENRE_GAMBLING
149225564,GENRE_BOARDS
149542780,GENRE_HYPERCASUAL
151822977,GENRE_RACING
151905018,GENRE_GAMBLING
152260759,GENRE_COMMUNICATION
152303815,GENRE_BOARDS
152345307,GENRE_HYPERCASUAL
152637499,GENRE_BOARDS
152740516,GENRE_HYPERCASUAL
152760526,GENRE_THREE_IN_ROW
152953404,GENRE_HYPERCASUAL
153049613,GENRE_LOGIC
153132413,GENRE_HYPERCASUAL
153239202,GENRE_3D_SHOOTERS
153560236,GENRE_GAMBLING
153695775,GENRE_GAMBLING
153747640,GENRE_STRATEGY
153823563,GENRE_ROLE
153958366,GENRE_SIMULATORS
154141837,GENRE_LOGIC
154316292,GENRE_SIMULATORS
154360613,GENRE_STRATEGY
154416917,GENRE_HYPERCASUAL
154445506,GENRE_LOGIC
154651517,GENRE_HYPERCASUAL
154688869,GENRE_3D_SHOOTERS
154791748,GENRE_HYPERCASUAL
154842486,GENRE_ROLE
155103582,GENRE_QUESTS
155140451,GENRE_THREE_IN_ROW
155163083,GENRE_LOGIC
155172444,GENRE_HYPERCASUAL
155327073,GENRE_THREE_IN_ROW
155344576,GENRE_SIMULATORS
155579774,GENRE_BOARDS
155783324,GENRE_GAMBLING
156102748,GENRE_LOGIC
156616131,GENRE_LOGIC
156683521,GENRE_THREE_IN_ROW
156746380,GENRE_GAMBLING
156933025,GENRE_HYPERCASUAL
157106330,GENRE_THREE_IN_ROW
157116588,GENRE_THREE_IN_ROW
157352453,GENRE_STRATEGY
157696119,GENRE_SIMULATORS
157730159,GENRE_3D_SHOOTERS
157732344,GENRE_LOGIC
157938539,GENRE_LOGIC
158581527,GENRE_SIMULATORS
158807456,GENRE_BOARDS
159077522,GENRE_BOARDS
159088240,GENRE_BOARDS
159242662,GENRE_ECONOMIC
159298276,GENRE_COMMUNICATION
159382318,GENRE_ECONOMIC
159409780,GENRE_THREE_IN_ROW
159462726,GENRE_LOGIC
159489682,GENRE_ECONOMIC
159626693,GENRE_BOARDS
159876450,GENRE_GAMBLING
159891653,GENRE_HYPERCASUAL
160226717,GENRE_GAMBLING
160487698,GENRE_LOGIC
160699597,GENRE_THREE_IN_ROW
160784536,GENRE_LOGIC
160816874,GENRE_GAMBLING
160884632,GENRE_HYPERCASUAL
160975367,GENRE_3D_SHOOTERS
160989834,GENRE_BOARDS
161213440,GENRE_GAMBLING
161378051,GENRE_THREE_IN_ROW
161468740,GENRE_ROLE
161616607,GENRE_GAMBLING
161766199,GENRE_STRATEGY
161910202,GENRE_3D_SHOOTERS
162037231,GENRE_BOARDS
162060737,GENRE_THREE_IN_ROW
162501670,GENRE_ROLE
162744895,GENRE_BOARDS
162745102,GENRE_ROLE
163215038,GENRE_SIMULATORS
163611236,GENRE_QUESTS
163622920,GENRE_SIMULATORS
163661859,GENRE_ECONOMIC
164087520,GENRE_STRATEGY
164105667,GENRE_QUESTS
164176277,GENRE_STRATEGY
164203371,GENRE_VERBAL
164210432,GENRE_THREE_IN_ROW
164235433,GENRE_ROLE
164401562,GENRE_BOARDS
164454876,GENRE_LOGIC
164576845,GENRE_THREE_IN_ROW
164730186,GENRE_VERBAL
164922052,GENRE_COMMUNICATION
164944730,GENRE_HYPERCASUAL
165179054,GENRE_HYPERCASUAL
165190048,GENRE_STRATEGY
165229516,GENRE_THREE_IN_ROW
165367700,GENRE_HYPERCASUAL
165478859,GENRE_QUESTS
165616445,GENRE_ROLE
165616468,GENRE_ROLE
165616560,GENRE_STRATEGY
165760034,GENRE_STRATEGY
166006985,GENRE_SIMULATORS
166280731,GENRE_THREE_IN_ROW
166343843,GENRE_GAMBLING
166398376,GENRE_VERBAL
166404379,GENRE_HYPERCASUAL
166509282,GENRE_SIMULATORS
166652595,GENRE_COMMUNICATION
166851430,GENRE_ROLE
167036350,GENRE_ROLE
167129592,GENRE_BOARDS
167204112,GENRE_COMMUNICATION
167326334,GENRE_STRATEGY
167721313,GENRE_THREE_IN_ROW
168541907,GENRE_ROLE
168557501,GENRE_BOARDS
168917681,GENRE_GAMBLING
168968074,GENRE_ROLE
168987210,GENRE_HYPERCASUAL
169116079,GENRE_VERBAL
169147658,GENRE_HYPERCASUAL
169296859,GENRE_THREE_IN_ROW
169362639,GENRE_GAMBLING
169398013,GENRE_LOGIC
169413538,GENRE_LOGIC
169833863,GENRE_THREE_IN_ROW
170065312,GENRE_VERBAL
170149423,GENRE_ROLE
170196895,GENRE_QUESTS
170283536,GENRE_LOGIC
170374984,GENRE_LOGIC
170413854,GENRE_THREE_IN_ROW
170598866,GENRE_LOGIC
170732266,GENRE_LOGIC
170879765,GENRE_BOARDS
170891127,GENRE_LOGIC
170892415,GENRE_LOGIC
170894600,GENRE_LOGIC
170918566,GENRE_ECONOMIC
171439838,GENRE_BOARDS
171557414,GENRE_LOGIC
171712043,GENRE_GAMBLING
171936753,GENRE_GAMBLING
171939467,GENRE_LOGIC
172009870,GENRE_STRATEGY
172101801,GENRE_HYPERCASUAL
172125514,GENRE_LOGIC
172399651,GENRE_HYPERCASUAL
172403469,GENRE_3D_SHOOTERS
172673489,GENRE_ROLE
172681493,GENRE_3D_SHOOTERS
172692855,GENRE_LOGIC
172874463,GENRE_HYPERCASUAL
173015200,GENRE_BOARDS
173340627,GENRE_BOARDS
173361879,GENRE_ECONOMIC
173392239,GENRE_LOGIC
173556275,GENRE_LOGIC
173610555,GENRE_SIMULATORS
173673069,GENRE_LOGIC
173752626,GENRE_SIMULATORS
173763436,GENRE_LOGIC
173857598,GENRE_VERBAL
173881794,GENRE_HYPERCASUAL
173978808,GENRE_ROLE
173978877,GENRE_ROLE
174064069,GENRE_BOARDS
174080100,GENRE_BOARDS
174138152,GENRE_3D_SHOOTERS
174145742,GENRE_LOGIC
174243722,GENRE_SIMULATORS
174353064,GENRE_THREE_IN_ROW
174452401,GENRE_ARCADES
174546264,GENRE_SIMULATORS
174588354,GENRE_HYPERCASUAL
174765454,GENRE_VERBAL
174771181,GENRE_ARCADES
174899613,GENRE_HYPERCASUAL
174899728,GENRE_QUESTS
174927374,GENRE_LOGIC
174929007,GENRE_LOGIC
174975467,GENRE_STRATEGY
175020110,GENRE_VERBAL
175138054,GENRE_THREE_IN_ROW
175194105,GENRE_LOGIC
175280746,GENRE_ECONOMIC
175286013,GENRE_HYPERCASUAL
175295351,GENRE_ECONOMIC
175332979,GENRE_HYPERCASUAL
175334060,GENRE_VERBAL
175398897,GENRE_HYPERCASUAL
175419091,GENRE_THREE_IN_ROW
175425945,GENRE_LOGIC
175427348,GENRE_ROLE
175452625,GENRE_STRATEGY
175478799,GENRE_HYPERCASUAL
175582828,GENRE_GAMBLING
175588233,GENRE_RACING
175731776,GENRE_LOGIC
175849812,GENRE_LOGIC
176214132,GENRE_LOGIC
176323152,GENRE_GAMBLING
176391922,GENRE_SIMULATORS
176600095,GENRE_BOARDS
176625165,GENRE_3D_SHOOTERS
176693199,GENRE_GAMBLING
176726687,GENRE_THREE_IN_ROW
176730551,GENRE_HYPERCASUAL
176782186,GENRE_HYPERCASUAL
176811580,GENRE_LOGIC
176849599,GENRE_LOGIC
176877981,GENRE_HYPERCASUAL
176883846,GENRE_RACING
176885916,GENRE_ECONOMIC
177039855,GENRE_LOGIC
177082681,GENRE_HYPERCASUAL
177087258,GENRE_ROLE
177167896,GENRE_LOGIC
177212332,GENRE_GAMBLING
177234826,GENRE_LOGIC
